from_stop_id,to_stop_id,transfer_type,min_transfer_time
12600,11793,2,420
12600,11794,2,420
12600,12057,2,300
12600,12358,0,
12600,12359,0,
12600,12360,2,300
12600,12361,2,300
12600,12362,0,
12600,12363,0,
12625,301,2,300
12625,378,2,360
12625,646,2,300
12626,12168,0,
12626,12625,2,360
12626,301,2,360
12626,646,2,300
12631,1031,2,300
12631,1116,2,300
12632,1031,2,300
12632,1116,2,300
12636,12639,2,360
12636,7745,2,300
12636,7804,2,300
12637,10300,2,300
12637,10308,2,300
12639,12639,0,
12640,12640,0,
12650,9720,0,
1266,1846,0,
1266,2225,0,
12664,155,2,300
12664,256,0,
12665,1160,2,300
12665,1186,2,300
12665,1187,2,360
12665,12666,2,360
12666,1160,2,300
12666,1186,2,300
12666,1187,0,
12666,12666,0,
12667,1079,0,
12667,1130,2,300
12667,1254,2,300
12667,12667,0,
12667,659,2,300
12667,709,0,
12668,12134,2,300
12668,12668,0,
12668,650,2,300
12668,718,0,
12668,797,2,300
12668,838,2,300
12669,761,2,300
12669,812,2,300
12670,12670,0,
12670,199,2,360
12670,392,2,300
12671,12663,2,300
12671,12671,0,
12671,297,0,
12671,381,2,300
12672,761,0,
12672,812,2,300
12673,10893,2,300
12681,12375,2,360
12681,4496,2,420
12681,8040,2,360
12681,8535,2,300
12681,9128,2,420
12682,12686,2,360
12682,12687,2,300
12682,4186,2,300
12683,11639,2,300
12686,4212,2,360
12688,10873,2,120
12688,12688,2,120
12688,1761,2,120
12688,1775,2,120
12688,4067,0,
12688,4119,2,120
12688,4143,0,
12688,4163,0,
12688,4381,2,120
12688,4474,2,120
12688,451,0,
12688,452,2,120
12693,10865,0,
12693,10866,2,120
12693,10867,0,
12693,4242,0,
12693,4459,0,
12693,4471,0,
12693,4568,0,
12693,8037,0,
12693,989,0,
12696,4830,2,300
12716,11243,2,300
12716,11247,2,360
12716,11295,2,300
12716,11707,2,300
12716,12716,0,
12716,6512,2,300
12716,6753,0,
12717,11243,2,300
12717,11247,2,360
12717,11295,2,300
12717,11707,2,300
12717,12716,0,
12717,6512,2,300
12717,6753,0,
12721,11403,2,300
12721,329,2,300
12721,9136,0,
12736,12735,0,
12736,12736,0,
12738,12738,0,
12749,12822,2,360
12749,2120,2,300
12749,857,2,360
12749,887,2,300
1275,123,2,360
12751,2480,0,
12751,8584,2,300
12752,2480,0,
12752,8584,2,300
1276,1510,2,300
12763,11278,2,360
12763,11279,2,360
12763,11352,2,360
12763,12548,2,420
12764,11278,2,360
12764,11279,2,360
12764,11352,2,300
12764,12548,2,300
12764,12764,0,
12791,12791,0,
12791,9136,2,480
12793,10886,0,
12793,10887,0,
12793,10888,0,
12793,10889,0,
12793,10890,0,
12793,10892,0,
12793,12655,0,
12793,12793,0,
12804,11475,2,480
12805,11522,2,300
12805,12681,2,420
12805,31,2,180
12805,409,2,360
12805,44,2,300
12805,4882,2,360
12805,76,2,480
12805,8040,2,360
12805,8077,2,420
12805,8535,2,180
12810,12810,0,
12816,361,2,300
12818,10814,2,360
12818,179,2,360
12825,10034,2,360
12825,10972,2,300
12825,8747,2,300
12825,8756,2,300
12825,9952,2,300
12826,12826,0,
12826,12827,2,300
12826,1393,2,300
12826,1394,0,
12826,1858,2,300
12827,10071,2,300
12827,12826,2,300
12827,1393,2,300
12827,1394,2,300
12835,11874,2,360
12835,11875,2,420
12835,12567,2,300
12835,12835,0,
12835,12836,0,
12835,1401,2,300
12835,8750,2,360
12835,8759,2,360
12836,11874,2,360
12836,11875,2,480
12836,12567,2,360
12836,12835,0,
12836,12836,0,
12836,1401,2,300
12836,8750,2,360
12836,8759,2,360
12857,12318,2,300
12857,12857,0,
12857,1482,0,
12857,1709,0,
12857,2742,0,
12857,8139,2,300
12857,963,2,300
1300,10374,2,420
1300,10926,2,480
1301,892,0,
1301,9051,0,
1301,924,0,
1307,1151,2,360
1307,1202,2,360
1308,1537,0,
1308,1576,0,
1312,11007,0,
1312,11011,0,
1316,655,0,
1316,713,0,
1320,1320,0,
1320,1343,2,300
1320,1996,0,
1320,2039,0,
1327,1327,0,
1327,2160,2,600
1327,2227,2,540
1329,2160,2,360
1329,2227,0,
1329,7025,2,360
1330,1330,0,
1334,6958,2,480
1334,6992,2,480
1336,1336,0,
1337,1337,0,
1337,2160,2,600
1337,2227,2,480
1340,1340,0,
1343,1996,0,
1343,2039,2,300
1347,655,0,
1347,713,0,
1350,11007,0,
1350,11011,0,
1354,1537,0,
1354,1576,0,
1355,1151,0,
1355,1202,0,
1361,892,0,
1361,9051,0,
1361,924,0,
1362,10374,2,480
1362,10926,2,480
1379,1379,0,
1379,397,0,
1379,591,2,300
1391,1391,0,
1391,1479,2,300
1391,2769,0,
1393,1393,0,
1393,1394,2,360
1401,11874,2,360
1401,11875,2,360
1401,12836,2,300
1401,8750,2,360
1401,8759,2,360
1402,1402,0,
1409,1462,0,
1410,2553,0,
1410,9125,0,
1411,1411,0,
1413,1413,0,
1413,3101,2,300
1423,2472,0,
1423,8644,0,
1429,11911,0,
1429,2326,0,
1430,11682,2,300
1430,2263,0,
1442,11682,0,
1442,1442,0,
1442,2263,0,
1443,1430,2,300
1443,1443,0,
1444,11911,0,
1444,2326,0,
1451,2472,2,300
1457,1416,0,
1457,1457,0,
1457,2788,0,
1459,1413,2,360
1461,2553,0,
1461,9125,0,
1469,1557,2,300
1478,1478,0,
1479,1479,0,
1482,12318,0,
1482,12857,0,
1482,1482,0,
1482,1709,0,
1482,2742,0,
1482,8139,0,
1482,963,0,
1487,1487,0,
1505,310,0,
1505,370,0,
151,1988,0,
151,2047,0,
1510,121,2,420
1510,1276,2,300
1514,1039,0,
1514,1108,0,
1519,210,0,
1519,9124,0,
1522,341,2,300
1522,460,0,
1525,10799,0,
1525,11280,2,300
1525,11281,2,300
1525,423,0,
1530,169,0,
1530,248,0,
1533,789,0,
1533,847,0,
1537,1308,0,
1537,1354,0,
1544,1061,0,
1544,1086,0,
1546,1692,0,
1546,1728,0,
155,11622,0,
155,11632,0,
155,12664,2,300
155,255,0,
1550,1550,0,
1550,1563,0,
1550,1793,0,
1553,1559,2,300
1554,1554,0,
1554,1558,0,
1555,1404,0,
1557,1557,0,
1558,1558,0,
1561,1552,0,
1561,1561,0,
1561,2745,0,
1563,1550,0,
1563,1793,0,
1567,1692,0,
1567,1728,0,
1570,1061,0,
1570,1086,0,
1572,12556,2,300
1572,695,0,
1572,8045,0,
1572,8072,0,
1576,1308,0,
1576,1354,0,
1580,789,0,
1580,847,0,
1583,169,0,
1583,248,0,
1586,10799,0,
1586,11280,2,300
1586,11281,2,300
1586,423,0,
1589,341,2,300
1589,460,0,
1592,210,0,
1592,9124,0,
1596,1039,0,
1596,1108,0,
160,11103,0,
160,11282,2,300
160,11283,2,300
160,627,0,
1604,10969,0,
1604,1504,2,300
1604,313,2,360
1604,366,2,360
1614,11792,2,480
1614,11793,2,480
1614,11794,2,420
1617,1137,0,
1617,1190,0,
1622,2028,0,
1622,9987,0,
1633,12691,2,300
1633,1633,0,
1633,1668,2,300
1641,1641,0,
1641,2010,2,300
1642,1660,0,
1643,1659,0,
1643,9989,0,
1648,1160,0,
1648,1186,0,
1648,1187,0,
1648,12666,2,300
165,11020,0,
165,11500,0,
1659,1643,0,
1659,1659,0,
1659,2023,0,
1659,9989,0,
1660,12183,0,
1660,1642,0,
1660,1660,0,
1663,1640,2,300
1664,1638,2,300
1664,1664,0,
1679,2028,0,
1679,9987,0,
1683,1137,0,
1683,1190,0,
1685,11674,2,300
1685,1736,2,120
1685,8047,0,
1685,8070,0,
169,1530,0,
169,1583,0,
1692,1546,0,
1692,1567,0,
1697,906,0,
1697,911,0,
1708,1711,0,
1709,12318,0,
1709,12857,0,
1709,1482,0,
1709,2742,2,120
1709,8139,0,
1709,963,0,
1721,906,0,
1721,911,0,
1728,1546,0,
1728,1567,0,
1736,10921,0,
1736,11674,0,
1736,1685,0,
1736,1801,0,
1736,8047,0,
1736,8070,0,
1736,8563,0,
1743,11323,0,
1743,1743,0,
1743,2760,0,
1754,1754,0,
1754,2110,2,360
1754,2123,0,
1754,908,0,
176,12822,2,360
176,2120,0,
176,857,2,360
176,887,2,300
1761,10873,2,120
1761,1761,2,120
1761,1775,2,120
1761,4067,2,120
1761,4119,2,120
1761,4143,2,120
1761,4163,2,120
1761,4381,2,120
1761,451,2,120
1761,452,2,120
177,238,2,300
1771,1764,2,300
1775,10873,0,
1775,12688,0,
1775,1761,2,120
1775,1775,0,
1775,4067,0,
1775,4119,0,
1775,4143,0,
1775,4163,0,
1775,4381,2,120
1775,4474,2,120
1775,451,0,
1775,452,0,
178,238,0,
178,9067,0,
179,10352,0,
179,12818,2,360
1793,1550,0,
1793,1563,0,
1793,1793,0,
1808,1808,0,
1808,2163,2,300
1809,1852,0,
181,10480,2,300
181,1286,2,360
181,181,0,
181,235,0,
181,8043,0,
181,8074,0,
1824,2004,0,
1824,2032,0,
1828,1076,0,
1828,1133,0,
1832,1065,0,
1832,12393,0,
1832,1615,0,
1832,1832,0,
1832,8046,0,
1832,8071,0,
1833,1076,0,
1833,1133,0,
1838,2004,0,
1838,2032,0,
184,1283,2,360
1846,1211,0,
185,1283,2,300
185,231,0,
185,524,2,360
1852,1809,0,
1852,1852,0,
1856,1483,2,300
1856,1856,0,
1856,1857,2,300
1856,410,2,300
1857,409,0,
1858,1394,0,
1865,10092,0,
1865,1865,0,
1870,2938,2,300
1870,8802,2,300
1873,1877,0,
1875,2836,0,
1877,1877,0,
1885,1866,0,
1885,1885,0,
1886,10092,2,300
1886,1865,2,300
1886,1886,0,
1888,2939,0,
1888,9043,0,
189,11302,2,420
189,11535,2,420
189,189,0,
189,35,2,360
189,40,2,480
189,78,2,300
189,859,0,
189,9069,2,420
189,95,2,300
1892,1859,2,300
1892,1892,0,
1892,9061,2,300
190,1016,2,300
190,4494,2,360
190,4495,2,360
190,9129,2,360
1902,1902,0,
1907,12168,0,
1907,12626,0,
1907,1907,0,
1907,301,0,
1907,646,0,
1907,744,2,300
193,11522,0,
193,193,0,
193,45,2,480
195,761,2,300
195,812,2,300
1959,404,2,300
1971,1027,2,300
1971,1120,0,
1977,774,0,
1977,863,0,
198,202,0,
198,860,0,
1980,758,2,300
1980,815,2,300
1988,10812,0,
1988,151,0,
199,202,2,300
199,860,2,300
1992,801,0,
1992,834,0,
1996,1320,0,
1996,1343,2,300
1996,1996,0,
1996,2039,0,
2000,1218,0,
2000,1258,0,
2004,1824,0,
2004,1838,0,
2010,1641,2,300
2011,8642,2,300
2015,10330,0,
202,198,0,
202,199,2,300
202,287,2,300
202,392,2,300
2020,2020,0,
2021,2021,0,
2023,1659,0,
2023,9989,0,
2028,1622,0,
2028,1679,0,
2032,1824,0,
2032,1838,0,
2035,1218,0,
2035,1258,0,
2039,1320,0,
2039,1343,2,300
2044,801,0,
2044,834,0,
2047,10812,0,
2047,151,0,
2051,11284,2,300
2051,11285,2,300
2051,11349,0,
2051,994,0,
2054,758,2,300
2054,815,2,300
2058,774,0,
2058,863,0,
2062,1027,0,
2062,1120,0,
2081,405,0,
2081,584,0,
2098,2098,0,
210,1519,0,
210,1592,0,
2101,6949,0,
2101,7001,0,
2120,1143,2,300
2120,12749,2,300
2120,176,0,
2120,857,2,300
2120,8622,2,360
2123,2110,0,
2123,908,0,
213,10966,0,
213,10967,0,
215,547,2,300
2153,142,2,360
2156,10439,2,300
2156,9103,2,300
2160,1327,2,600
2160,1329,0,
2160,1337,2,600
2160,7025,0,
2166,2222,0,
2167,2221,2,300
2170,2170,0,
2170,2219,2,300
2170,9099,0,
218,218,0,
218,544,2,300
2189,3536,0,
2189,3624,0,
2214,2174,0,
2214,2214,0,
2221,2167,2,300
2221,2221,0,
2222,2166,0,
2222,2222,0,
2225,1211,0,
2225,2162,2,360
2227,1327,2,540
2227,1329,0,
2227,1337,2,480
2227,7025,0,
2231,827,2,360
2232,2232,0,
2234,142,2,360
2234,2153,0,
2261,2639,0,
2261,2648,0,
2263,1430,0,
2263,1442,0,
2264,11204,0,
2264,2264,0,
2264,2325,0,
2264,2444,0,
2266,11906,0,
2266,11909,0,
231,231,0,
2320,11732,0,
2320,2269,0,
2321,2268,0,
2321,2321,0,
2323,11906,0,
2323,11909,0,
2323,2266,0,
2323,2323,0,
2325,11204,0,
2325,2264,0,
2325,2444,0,
2326,1429,0,
2326,1444,0,
2328,2639,0,
2328,2648,0,
235,1286,2,360
235,235,0,
235,8043,0,
235,8074,0,
2354,2354,0,
2354,8054,0,
2354,8063,0,
2354,8978,0,
2355,2355,0,
236,10352,2,300
2390,2390,0,
2396,10854,2,480
2396,2386,2,300
2396,2399,2,300
2409,6086,0,
2410,5991,0,
2414,1173,0,
2414,2717,2,120
2414,2761,2,120
2414,2833,2,120
2417,2417,0,
2417,2491,0,
2418,2527,2,360
2428,2428,0,
2429,2429,0,
2430,2434,2,300
2444,11204,0,
2444,2325,0,
2472,1451,2,300
2476,2478,2,360
2477,10429,0,
2477,2630,0,
2477,2692,0,
2477,2799,0,
2477,3023,0,
2477,8051,0,
2477,8066,0,
2478,2429,0,
2478,2478,0,
2479,2428,2,300
248,1530,0,
248,1583,0,
2480,12751,0,
2480,12752,2,300
2489,2527,2,360
2491,2491,0,
25,11427,0,
251,11020,0,
251,11500,0,
2534,2534,0,
2539,8048,0,
2539,8069,0,
255,155,0,
255,256,0,
2553,1410,0,
2553,1461,0,
256,11622,2,300
256,11632,0,
256,12664,0,
256,255,0,
2590,10023,2,300
26,11542,0,
26,26,0,
2610,1168,0,
2610,1177,2,480
2610,1178,2,480
2613,2613,0,
2613,2764,0,
2613,8589,2,300
2622,2528,2,300
2622,3094,0,
2623,2418,2,360
2623,2489,2,300
2630,10429,0,
2630,2477,0,
2630,2692,0,
2630,2799,0,
2630,3023,0,
2630,8051,0,
2630,8066,0,
2639,2261,0,
2639,2328,0,
2646,3536,0,
2646,3624,0,
2648,2261,0,
2648,2328,0,
2656,10333,2,300
2663,10245,0,
2663,10288,0,
2663,2663,0,
267,2153,2,360
2671,1173,2,120
2671,2717,2,120
2671,2833,2,120
2688,2696,0,
2689,2695,0,
2692,10429,2,120
2692,2477,0,
2692,2630,0,
2692,2799,0,
2692,3023,0,
2692,8051,0,
2692,8066,0,
2708,2708,0,
2717,1173,0,
2717,12405,2,300
2717,12409,2,120
2717,12410,2,300
2717,12411,2,300
2717,2016,0,
2717,2414,0,
2717,2523,0,
2717,2671,0,
2717,2761,0,
2717,2833,0,
2717,8049,2,300
2717,8068,0,
2728,2728,0,
2741,2741,0,
2742,12318,0,
2742,12857,0,
2742,1482,0,
2742,1709,2,120
2742,2742,0,
2742,963,2,300
2743,1046,2,300
276,607,2,360
2761,1173,2,120
2761,2833,2,120
2765,1559,0,
2766,1393,2,300
2766,1858,2,360
277,276,2,480
2787,1463,0,
2788,2788,0,
2799,10429,0,
2799,2477,0,
2799,2630,0,
2799,2692,0,
2799,3023,0,
2799,8051,0,
2799,8066,0,
2807,2791,0,
2809,2789,0,
2836,1875,0,
2847,2941,0,
2847,2971,0,
286,12816,2,360
2860,2917,2,300
2860,2955,2,300
2863,8897,2,300
2869,3130,2,300
287,202,2,300
287,287,0,
287,392,0,
287,860,2,300
2917,2860,2,360
2917,3024,0,
2928,2941,0,
2928,2971,0,
2941,2847,0,
2941,2928,0,
2951,2860,2,360
2955,2860,2,300
2955,3024,0,
2959,3108,0,
296,132,0,
297,12663,2,300
297,297,0,
297,381,0,
2971,2847,0,
2971,2928,0,
2994,2838,2,480
30,11481,0,
30,11522,2,600
30,12681,2,480
30,193,2,1200
30,30,0,
30,44,2,300
30,4496,0,
30,45,0,
30,4883,2,360
30,9128,2,360
3023,10429,0,
3023,2477,0,
3023,2630,0,
3023,2692,0,
3023,2799,0,
3023,3023,0,
3023,8051,0,
3023,8066,0,
3024,2917,0,
3024,2955,0,
3029,1875,0,
3029,2836,0,
3041,3041,0,
3041,3080,0,
3046,3076,0,
3056,3064,2,300
3056,3825,2,360
3056,9494,2,360
3057,11108,0,
3057,3057,0,
3058,3058,0,
3058,3062,0,
3059,3479,0,
3059,3728,2,300
3062,3058,0,
3062,3062,0,
3064,3825,2,420
3065,3055,2,300
3066,3054,2,360
3068,3068,0,
3069,3069,0,
3076,3401,2,480
3077,3045,0,
3077,3077,0,
3084,3402,2,420
3085,3085,0,
3086,11443,0,
3091,3156,2,360
31,10399,2,480
31,11272,2,540
31,11523,2,480
31,12681,2,300
31,12805,2,300
31,409,2,300
31,4496,0,
31,76,2,420
31,8040,2,360
31,8077,2,360
31,9128,0,
31,9307,2,420
31,985,2,420
310,1505,0,
310,310,0,
310,370,0,
3108,2948,0,
3108,2959,0,
3117,2948,0,
3117,2959,0,
3129,1875,0,
3129,2836,0,
3129,3029,0,
313,10969,2,360
313,1604,2,360
3133,3133,0,
3133,3140,2,300
3133,3548,2,300
3133,3613,2,300
3140,3548,2,300
3140,3613,2,300
3153,3153,0,
3154,3244,2,300
3155,12210,0,
3155,12211,0,
3155,12212,0,
3155,12228,0,
3155,12229,0,
317,12816,2,300
317,317,0,
317,318,0,
317,361,2,300
317,9530,0,
3178,3220,0,
318,317,2,300
318,318,0,
318,361,2,360
318,9530,0,
3180,3218,0,
3181,11942,2,600
3181,11943,2,600
3181,3181,0,
3195,11229,0,
3195,12234,0,
3195,12235,0,
3195,12647,0,
3195,3053,0,
3195,3067,0,
3195,3195,0,
3195,3204,0,
3195,3334,0,
3195,3394,0,
3195,3533,0,
3195,3769,0,
3195,3904,0,
3195,3906,0,
3195,3927,0,
3195,7643,0,
3195,8021,2,60
3195,8032,2,60
3198,10132,2,300
3198,3975,0,
3204,3053,0,
3204,3067,0,
3204,3195,0,
3204,3204,0,
3204,3334,0,
3204,3394,0,
3204,3769,0,
3204,3904,0,
3204,3906,0,
3204,3927,0,
3204,7643,0,
3204,8021,2,120
3204,8032,2,120
3206,3206,0,
3207,12232,2,360
3207,12233,2,360
3207,12242,2,360
3214,3214,0,
3218,3218,0,
322,110,0,
322,322,0,
322,60,0,
3239,3159,0,
3242,12210,2,300
3242,12211,2,300
3242,12212,2,300
3242,12228,2,300
3242,12229,2,300
3242,3155,2,300
3273,3273,0,
3277,3277,0,
329,11403,2,360
329,12721,0,
329,329,0,
329,9136,2,300
3298,11827,2,360
3298,3298,0,
3298,3317,2,420
331,12791,2,300
331,331,0,
3314,12277,0,
3314,3954,0,
3315,12267,0,
3315,12272,0,
3317,11827,2,300
3317,3317,0,
3331,12267,2,300
3331,12272,0,
3333,12277,0,
3333,3954,0,
3334,11229,0,
3334,12647,0,
3334,3053,0,
3334,3067,0,
3334,3195,0,
3334,3204,0,
3334,3334,0,
3334,3394,0,
3334,3533,0,
3334,3769,0,
3334,3904,0,
3334,3906,0,
3334,3927,0,
3334,7643,0,
3334,8021,2,120
3334,8032,2,120
337,11014,0,
337,11021,2,300
3371,3589,0,
3371,3667,0,
3373,3373,0,
3373,8886,0,
3385,3385,0,
3385,3478,0,
3385,3779,0,
3385,3806,0,
3385,3816,0,
3385,3822,0,
3385,8022,0,
3385,8031,2,60
3386,3532,2,420
3386,8350,2,480
3394,12234,0,
3394,12647,0,
3394,3053,0,
3394,3067,0,
3394,3533,0,
3394,3769,0,
3394,3904,0,
3394,3906,0,
3394,3927,0,
3394,7643,0,
3394,8032,2,120
3401,3046,2,480
3401,8350,2,480
3407,3407,0,
3407,8797,0,
341,1522,0,
341,1589,0,
3410,3518,0,
3410,8847,0,
3411,3411,0,
3411,3443,2,300
3411,8818,0,
3418,3554,2,360
3419,3361,0,
3423,3423,0,
3423,3637,2,360
3428,231,0,
3428,2738,2,300
3428,429,2,360
3428,942,2,300
3429,81,2,480
3443,3411,0,
3443,3443,0,
3443,8818,0,
3448,3565,2,360
3449,3565,2,420
3449,3594,2,360
3476,3487,2,360
3478,3385,0,
3478,3806,0,
3478,3822,0,
3478,8022,2,120
3478,8031,2,120
3479,3059,2,300
3479,3479,0,
3479,8022,2,600
35,35,0,
35,40,2,300
35,8019,2,420
35,8035,2,480
35,8039,2,360
35,9069,2,300
351,351,0,
3515,3565,2,300
3515,3594,2,420
3517,3412,2,300
3518,3410,0,
3518,8820,0,
3532,3386,2,360
3532,3401,2,480
3533,12234,0,
3533,3053,0,
3533,3067,0,
3533,3195,0,
3533,3334,0,
3533,3394,0,
3533,3769,0,
3533,3904,0,
3533,3906,0,
3533,3927,0,
3533,7643,0,
3533,8032,2,120
3536,2189,0,
3536,2646,0,
354,599,2,300
3548,3133,2,300
3548,3140,2,300
3548,3613,2,300
3565,3449,2,480
3565,3515,2,300
358,358,0,
358,359,0,
358,596,0,
359,358,0,
359,359,0,
359,596,0,
3593,3515,2,360
3594,3449,2,300
3608,10067,2,480
3608,10068,2,420
361,12816,2,300
361,317,0,
361,318,0,
361,361,0,
361,9530,0,
3613,3133,2,300
3613,3140,2,300
3619,2345,0,
3619,3542,0,
3619,3619,0,
3624,2189,0,
3624,2646,0,
3628,2513,0,
3628,3628,0,
3628,3661,0,
3633,12291,2,300
3633,2349,2,360
365,10969,0,
365,1604,2,360
366,313,0,
366,366,0,
3694,3694,0,
3694,3732,0,
3695,3731,0,
3695,9397,2,300
3699,3679,0,
370,310,0,
3708,11567,2,360
3708,11685,2,480
3719,10567,2,480
3721,3721,0,
3723,10568,2,480
3723,10569,2,480
3731,3731,0,
3779,3478,0,
3779,3806,0,
3779,3822,0,
3779,8022,2,120
3784,10132,2,300
3784,3975,0,
3810,3810,0,
3815,3731,2,300
3816,3385,0,
3816,3478,0,
3816,3779,0,
3816,3806,0,
3816,3822,0,
3816,8022,2,120
3816,8031,2,120
3822,3385,0,
3822,3478,0,
3822,3779,0,
3822,3806,0,
3822,3816,0,
3822,3822,0,
3822,8022,2,120
3822,8031,2,120
3825,3064,2,360
3831,3856,2,300
3831,3878,2,300
3842,3842,0,
3842,9365,0,
3843,3843,0,
3847,3847,0,
3852,3852,0,
3852,3881,0,
3855,3831,2,360
3856,3898,2,360
3865,3865,0,
3865,9388,0,
3868,3868,0,
3869,3825,2,420
3869,7742,2,420
3872,3872,0,
3878,3855,2,360
3878,3856,2,360
3878,3878,0,
3878,3898,2,360
3885,3885,0,
3890,3843,0,
3898,3856,2,300
3898,3878,2,300
3900,9174,0,
3903,3826,2,420
3903,9240,2,420
3904,11229,0,
3904,12234,0,
3904,12235,0,
3904,12647,0,
3904,3053,0,
3904,3067,0,
3904,3195,0,
3904,3204,0,
3904,3334,0,
3904,3394,0,
3904,3533,0,
3904,3769,0,
3904,3904,0,
3904,3906,0,
3904,3927,0,
3904,7643,0,
3904,8021,2,120
3904,8032,2,120
3908,12238,2,300
3908,3782,2,360
3918,3918,0,
392,202,2,300
392,392,0,
392,860,0,
3943,3943,0,
3943,9179,0,
3944,3944,0,
3954,3314,0,
3954,3333,2,300
3964,3944,2,180
3965,9255,0,
3968,3979,0,
397,1379,0,
397,397,0,
397,63,0,
3973,12028,0,
3973,3801,0,
3975,3198,0,
3975,3784,2,300
3984,10138,2,300
40,11302,2,360
40,35,0,
40,8019,2,480
40,8035,2,420
40,8039,2,300
4002,3995,2,300
4004,4004,0,
4010,12735,2,360
4010,4010,0,
4010,4045,2,300
4015,4015,0,
4015,4055,0,
4016,10882,2,300
4016,4016,0,
4016,4018,2,360
4016,4054,0,
4016,4055,2,360
4018,10882,2,300
4018,4053,2,360
4018,4228,0,
4030,4030,0,
4043,10882,2,300
4043,4053,2,360
4043,4228,0,
4045,12735,2,360
4045,4010,2,300
4045,4045,0,
405,2081,0,
405,405,0,
405,4879,2,480
405,4887,2,480
405,584,0,
4050,4274,2,360
4052,4004,2,300
4052,4052,0,
4055,4015,2,300
4055,4055,0,
4061,12696,2,300
4061,4061,0,
4061,4830,2,300
4065,4371,0,
4065,4391,0,
4067,10873,0,
4067,12688,0,
4067,1761,0,
4067,1775,0,
4067,4067,0,
4067,4119,0,
4067,4143,0,
4067,4163,0,
4067,4381,0,
4067,4474,0,
4067,451,0,
4067,452,0,
407,4887,2,360
4071,4116,0,
4077,4077,0,
4087,4131,0,
409,12375,2,300
409,4496,2,360
409,8040,2,300
409,8535,0,
409,9128,2,360
410,12375,2,420
410,1856,2,300
410,410,0,
4107,4080,2,300
4107,4107,0,
4107,4168,2,300
4112,4144,2,300
4113,4074,2,300
4130,4100,0,
4138,4123,2,300
4138,4164,2,300
414,2737,2,300
4143,10873,0,
4143,12688,0,
4143,1761,0,
4143,1775,0,
4143,4067,0,
4143,4119,0,
4143,4143,2,120
4143,4163,0,
4143,4381,0,
4143,4474,0,
4143,451,0,
4143,452,0,
415,10465,2,360
415,10513,2,360
4154,4154,0,
4163,10873,2,120
4163,12688,2,120
4163,1761,2,120
4163,1775,0,
4163,4067,2,120
4163,4119,2,120
4163,4143,0,
4163,4163,2,120
4163,4381,0,
4163,4474,0,
4163,451,0,
4163,452,2,120
4188,4365,0,
4189,4189,0,
4189,4201,2,300
419,11019,0,
419,419,0,
419,483,0,
4190,4190,0,
4191,4191,0,
4191,4243,0,
4191,4301,0,
4204,12687,2,300
4204,4212,0,
4218,4371,0,
4218,4391,2,360
4220,11263,2,300
4224,4061,2,300
4228,10879,0,
4228,10882,0,
4228,4018,0,
4228,4228,0,
423,11280,2,300
423,11281,2,300
423,1525,0,
423,1586,0,
4239,4231,0,
4239,4239,0,
4242,10865,0,
4242,10867,0,
4242,12693,0,
4242,4242,0,
4242,4459,0,
4242,4471,0,
4242,4568,0,
4242,8037,0,
4242,989,0,
4243,4191,0,
4243,4243,0,
4243,4301,0,
4243,4514,0,
4295,4249,0,
4295,4295,0,
4296,4248,0,
4297,4247,0,
4301,4191,0,
4301,4243,0,
4301,4301,0,
4301,4514,0,
4304,4304,0,
4319,4319,0,
4323,4304,0,
4324,4398,0,
4326,4326,0,
4329,4427,2,300
4329,4500,2,300
4336,4360,2,360
4341,4342,0,
4346,4347,2,600
4346,4419,2,480
4347,4347,0,
4355,4355,0,
4355,8605,0,
4360,4560,2,420
4360,4569,2,300
437,437,0,
4371,4065,0,
4371,4218,0,
4371,4371,0,
4381,10873,2,120
4381,1761,2,120
4381,1775,2,120
4381,4067,0,
4381,4119,2,120
4381,4143,2,120
4381,4163,2,120
4381,451,2,120
4381,452,2,120
4384,4384,0,
4403,4560,2,420
4403,4569,2,300
4407,4537,2,300
4412,4599,2,360
4414,4353,2,360
4414,4414,0,
4416,4350,0,
4427,4329,0,
4427,4427,0,
4427,4500,2,420
4427,4567,2,360
4429,9944,2,300
4440,4440,0,
4443,4443,0,
4447,4534,2,360
4448,4448,0,
4456,11367,0,
4456,4456,0,
4459,10866,0,
4459,10867,0,
4459,12693,0,
4459,4242,0,
4459,4471,0,
4459,4568,0,
4459,8037,0,
4459,989,0,
4461,11867,0,
4461,4461,0,
4463,11639,2,360
4463,12683,2,360
4463,4463,0,
4468,11708,2,360
4471,10865,0,
4471,4242,2,120
4471,4459,0,
4471,8037,2,120
4471,989,2,120
4489,11639,2,360
4489,12683,2,300
4489,4463,2,300
4489,4489,0,
4489,9543,0,
449,450,2,360
4491,11867,0,
4491,4461,0,
4491,4491,0,
4491,4660,0,
4496,44,2,300
4496,8535,2,300
4500,4329,2,300
4504,4504,0,
4504,4517,0,
4505,4505,0,
4505,4516,0,
4506,4506,0,
451,10873,2,120
451,1761,2,120
451,1775,2,120
451,4067,2,120
451,4119,2,120
451,4143,2,120
451,4381,2,120
451,452,2,120
4514,4191,0,
4514,4243,0,
4514,4301,0,
4514,4514,0,
4517,4504,0,
4517,4517,0,
452,10873,2,120
452,1761,2,120
452,1775,2,120
452,4067,2,120
452,4119,2,120
452,4143,2,120
452,4163,0,
452,4381,2,120
452,451,2,120
453,493,2,360
4551,4551,0,
4560,4360,2,480
4567,4427,2,300
4567,4500,2,300
