from_stop_id,to_stop_id,transfer_type,min_transfer_time
4568,10867,2,120
4568,4242,2,120
4568,4459,0,
4568,4471,0,
4568,4568,2,120
4568,8037,2,120
4568,989,0,
4569,4403,2,300
4579,4579,0,
4599,4447,0,
4599,4599,0,
460,1522,0,
460,1589,0,
4608,4608,0,
4629,4689,0,
463,11014,2,300
463,11021,0,
4640,4678,0,
4642,12163,2,300
4644,4644,0,
4644,4674,0,
4647,4670,0,
4652,4652,0,
4652,4665,0,
4654,4654,0,
4654,4832,0,
4656,11867,2,420
4656,4461,2,420
4656,4656,0,
4660,11867,0,
4660,4491,0,
4674,4644,0,
4674,4674,0,
4722,10819,0,
4722,10823,0,
4734,8636,0,
4750,10819,0,
4750,10823,0,
4756,10328,2,300
4756,4756,0,
48,11563,2,300
48,98,0,
4817,4817,0,
4830,4061,2,300
4830,4830,0,
4845,4845,0,
4845,4939,0,
4845,5093,0,
4845,5230,0,
4845,5244,0,
4845,5553,0,
4845,5997,0,
4845,6080,0,
4845,6455,0,
485,12713,2,300
485,418,2,300
485,485,0,
4879,405,2,480
4879,407,2,300
4879,542,2,360
4879,584,2,600
4881,10399,2,300
4881,11706,0,
4881,4495,2,420
4881,4496,2,420
4881,4881,0,
4881,8041,2,420
4881,9128,2,480
4881,9129,2,480
4881,97,2,360
4882,11272,2,420
4882,4882,0,
4887,4887,0,
4915,11826,2,360
4915,4849,2,300
4917,4847,2,300
4917,4918,0,
4925,5567,2,360
4925,5615,0,
4928,4928,0,
4928,9961,0,
4929,4929,0,
4933,5567,0,
4933,5615,0,
4936,11121,0,
4936,4922,0,
4936,6081,2,300
4939,4845,0,
4939,4939,0,
4939,5093,0,
4939,5230,0,
4939,5244,0,
4939,5553,0,
4939,5997,0,
4939,6080,0,
4939,6455,0,
4949,5019,0,
4949,5074,0,
4959,4959,0,
4959,4974,0,
4959,5133,0,
4961,4961,0,
4961,4962,0,
4961,4972,0,
4961,5253,2,300
4962,4961,0,
4962,4962,0,
4962,4972,0,
4962,5253,2,300
4965,10896,2,300
4965,10897,2,300
497,442,2,360
497,497,0,
497,676,2,300
497,955,2,600
4972,4961,0,
4972,4962,0,
4972,4972,0,
4972,5253,0,
498,441,2,300
4984,5019,0,
4984,5074,0,
5003,8615,2,360
5004,5009,2,300
5007,11895,0,
5007,5007,0,
5015,11628,2,480
5015,11629,2,480
5019,4949,0,
5019,4984,0,
5019,5019,0,
5019,5074,0,
5021,5104,0,
5021,5140,0,
5024,5068,0,
5025,11127,0,
5025,11130,0,
5025,5025,0,
5029,5029,0,
503,1244,0,
503,2739,2,300
503,503,0,
503,951,0,
5034,5656,0,
5034,5678,0,
5037,5719,0,
5037,5725,0,
5039,5039,0,
5040,5039,2,360
5040,5050,2,300
5040,5794,2,360
5042,12155,0,
5042,12695,2,420
5042,5042,0,
5042,5048,2,420
5042,6468,2,480
5042,8059,0,
5052,5719,0,
5052,5725,0,
5055,5656,0,
5055,5678,0,
5059,11701,2,360
5065,5028,0,
5065,5255,0,
5066,5066,0,
5067,11127,0,
5067,11130,0,
5069,5069,0,
5069,5250,0,
5072,5104,0,
5072,5140,0,
5074,4949,0,
5074,4984,0,
5077,11629,2,480
5104,5021,0,
5104,5072,0,
5111,5059,0,
5117,5659,0,
5117,5675,0,
5119,5119,0,
5119,5125,0,
5119,5723,0,
512,1244,2,600
5122,10880,0,
5122,10881,2,300
5122,11764,0,
5122,11882,0,
5122,5045,0,
5122,5122,0,
5122,5262,0,
5122,5494,0,
5122,5667,0,
5122,5768,0,
5122,5769,0,
5122,5793,0,
5122,5891,0,
5122,6467,0,
5124,5124,0,
5127,5659,0,
5127,5675,0,
5138,11128,0,
5138,11129,0,
5140,5021,0,
5140,5072,0,
5148,5148,0,
5148,5890,2,120
5148,7639,2,120
5148,8062,0,
5176,5188,0,
5176,5900,0,
5180,11664,2,480
5180,5180,0,
5180,5183,2,360
5180,9720,0,
5183,11664,2,420
5183,5180,2,360
5183,5183,0,
5183,9720,2,480
5187,5187,0,
5216,6736,2,120
5216,7468,0,
5216,7469,2,120
5216,7591,2,120
5216,7635,0,
5230,4845,0,
5230,4939,0,
5230,5093,2,120
5230,5244,0,
5230,5553,0,
5230,6080,0,
5230,6455,0,
5242,5218,2,360
5242,6728,0,
5242,6738,0,
5250,5069,0,
5250,5250,0,
5250,5256,0,
5250,5869,0,
5253,4961,0,
5253,4972,0,
5255,5065,0,
5256,5069,0,
5256,5250,0,
5256,5256,0,
5256,5869,0,
5274,5419,0,
5274,6060,0,
5275,5275,0,
5275,5419,2,360
5285,5285,0,
5285,5410,0,
5285,6113,0,
5285,6478,0,
5287,11592,2,360
5287,5287,0,
5287,5805,0,
5287,5826,0,
5288,11592,2,360
5288,5805,0,
5288,5826,0,
5295,5919,0,
5295,5960,0,
5311,5311,0,
5323,5323,0,
5332,11331,2,300
5332,11332,2,300
5335,11754,2,360
5335,5381,2,300
5336,5336,0,
5336,7100,2,300
5336,8989,2,600
5341,11775,0,
5341,5365,0,
5341,5376,0,
5342,5364,0,
5350,5350,0,
5350,9412,2,360
5352,12173,2,300
5352,5352,0,
5352,7095,0,
5352,7166,0,
5352,7207,0,
5352,7214,0,
5352,7259,0,
5354,5354,0,
5358,5346,2,300
5359,5359,0,
5360,5345,0,
5360,7150,2,360
5360,7169,2,300
5374,5374,0,
5381,5381,0,
5389,10671,0,
5389,5325,0,
5389,5389,0,
5404,10163,2,600
5404,10642,0,
5404,5404,0,
5405,5298,0,
5408,5919,0,
5408,5960,0,
5410,5285,0,
5410,6113,0,
5410,6478,0,
542,4887,0,
5428,5428,0,
5431,5431,0,
5431,5548,2,360
5431,6089,2,360
5435,5435,0,
5436,11704,0,
5436,5436,0,
5436,5542,0,
5436,6139,0,
5436,6174,0,
5436,8854,0,
5437,5437,0,
5445,5445,0,
5446,5526,2,360
5446,5528,2,360
545,11403,2,300
545,218,2,360
545,545,0,
545,8640,0,
545,9136,0,
5456,11074,0,
5456,5456,0,
5456,5516,0,
5456,6459,0,
5458,5514,2,300
5458,5703,2,300
5463,11860,2,480
5463,11861,2,480
5463,5463,0,
5463,5510,2,300
5463,5634,2,300
5463,5744,2,300
5463,6077,2,480
5464,5593,0,
5464,5700,0,
5464,5743,0,
5464,6000,0,
5464,6077,0,
5465,11861,2,600
5465,5594,0,
5467,5638,2,300
5474,11077,2,300
5474,11078,2,300
549,10966,0,
549,10967,2,360
5494,10880,2,120
5494,11764,2,300
5494,11882,0,
5494,5045,2,120
5494,5122,2,120
5494,5262,2,120
5494,5667,2,120
5494,5768,2,120
5494,5769,2,120
5494,5793,2,120
5494,6467,2,120
5498,11077,2,360
5498,11078,2,360
55,55,0,
5505,5638,2,300
5505,5697,2,360
5507,5507,0,
5507,5701,2,360
5509,11858,0,
5509,11860,0,
5509,11861,2,300
5509,5464,0,
5509,5507,2,360
5509,5509,0,
5509,5593,0,
5509,5633,0,
5509,5700,0,
5509,5701,2,480
5509,5743,0,
5509,6000,0,
5509,6077,0,
5514,5514,0,
5516,11074,0,
5516,6459,0,
5528,5446,0,
5528,5528,0,
5531,6094,2,300
5532,5444,0,
5533,5444,2,300
5533,9021,2,300
5535,11755,0,
5535,5441,0,
5538,5538,0,
5539,5539,0,
5540,6341,2,300
5542,5542,0,
5542,6088,0,
5542,6195,2,360
5542,6340,2,300
5547,5432,2,300
5547,5547,0,
5547,6321,2,360
5553,4845,0,
5553,4939,0,
5553,5093,2,120
5553,5230,0,
5553,5244,2,120
5553,5997,2,120
5553,6080,2,120
5553,6455,0,
5557,5557,0,
5557,5629,0,
5557,5998,0,
5561,11122,0,
5561,5583,0,
5567,4925,0,
5567,4933,0,
5583,11122,0,
5583,5561,0,
5583,5583,0,
5583,5623,0,
5585,5621,0,
5585,6464,0,
5588,5588,0,
5591,5596,0,
5591,5706,0,
5591,6078,0,
5593,11858,0,
5593,11860,0,
5593,11861,2,300
5593,5464,0,
5593,5509,0,
5593,5593,0,
5593,5633,0,
5593,5700,0,
5593,5701,2,480
5593,5743,0,
5593,6000,0,
5593,6077,0,
5596,5596,0,
5596,6078,0,
56,11016,0,
56,114,0,
5601,5621,0,
5601,6464,0,
561,12670,2,300
561,287,2,300
5615,4925,2,360
5615,4933,0,
5621,5585,0,
5621,5601,0,
5623,11122,0,
5623,5561,0,
5623,5583,0,
5623,5623,0,
5628,5629,0,
5628,5998,0,
5629,5557,0,
5629,5628,0,
5629,5998,0,
5633,11858,0,
5633,11860,0,
5633,11861,2,300
5633,5593,0,
5633,5700,0,
5633,5743,0,
5633,6000,0,
5633,6077,0,
5637,5467,2,300
5641,5708,0,
5641,5737,0,
5644,5690,0,
5644,6462,0,
5651,11131,0,
5651,11132,0,
5656,5034,0,
5656,5055,0,
5659,5117,0,
5659,5127,0,
5661,5673,0,
5661,5837,0,
5664,5670,0,
5665,5665,0,
5665,5668,0,
5666,5668,2,300
5675,5117,0,
5675,5127,0,
5678,5034,0,
5678,5055,0,
5683,11131,0,
5683,11132,0,
569,110,0,
569,60,0,
5693,5708,0,
5693,5737,0,
5697,5467,2,360
5697,5505,2,360
5700,11858,0,
5700,11860,0,
5700,11861,2,300
5700,5464,0,
5700,5593,0,
5700,5700,0,
5700,5743,0,
5700,6000,0,
5700,6077,0,
5701,5594,2,360
5701,5701,0,
5706,6078,0,
5708,5641,0,
5708,5693,0,
5715,11133,0,
5715,11134,0,
5719,5037,0,
5719,5052,0,
5725,5037,0,
5725,5052,0,
5729,11133,0,
5729,11134,0,
5737,5641,0,
5737,5693,0,
5741,5703,2,300
5756,11135,0,
5756,5756,0,
5756,5781,0,
5756,5797,0,
5761,5796,2,360
5762,6469,0,
5762,6480,0,
5769,10880,0,
5769,10881,0,
5769,11764,0,
5769,11882,0,
5769,5045,0,
5769,5122,0,
5769,5262,0,
5769,5494,0,
5769,5667,0,
5769,5668,0,
5769,5768,0,
5769,5769,0,
5769,5793,0,
5769,5891,0,
5769,6467,2,300
5769,8057,2,300
5769,8060,2,300
5776,6469,2,300
5777,5761,0,
5777,5777,0,
5781,11135,0,
5781,5797,0,
5792,5745,0,
5792,5937,2,360
5797,11135,0,
5797,5756,0,
5797,5781,0,
5797,5797,0,
5801,5955,0,
5801,6004,0,
5803,5954,0,
5803,6114,0,
5805,5287,2,360
5805,5288,2,360
5811,5820,0,
5811,8967,0,
5813,11490,0,
5813,5818,0,
5813,5909,0,
5815,11664,2,300
5815,5180,2,360
5815,5183,2,300
5815,5815,0,
5815,9720,0,
5826,11592,0,
5826,5287,2,300
5826,5288,2,360
5826,5805,0,
5826,5826,0,
5828,5954,0,
5828,6114,0,
5830,5955,0,
5830,6004,0,
5834,5761,2,300
5834,5777,2,300
584,405,0,
584,4887,2,480
584,584,0,
5844,5844,0,
5844,8056,2,300
5844,8061,2,300
5845,9929,2,300
585,11473,2,300
585,585,0,
5854,10159,0,
5860,5845,0,
5860,5860,0,
5860,9929,2,300
5862,5844,0,
5869,5069,0,
591,1379,0,
591,397,0,
591,591,0,
591,63,0,
5918,11137,0,
5918,9452,0,
5919,5295,0,
5919,5408,0,
5935,11907,2,300
5935,5938,2,300
5935,6015,2,300
5954,5803,0,
5954,5828,0,
5955,5801,0,
5955,5830,0,
596,596,0,
5960,5295,0,
5960,5408,0,
5961,11137,0,
5961,9452,0,
5975,5975,0,
5991,2410,0,
5991,5991,0,
5997,4845,0,
5997,4939,0,
5997,5093,0,
5997,5230,0,
5997,5244,0,
5997,5553,0,
5997,6080,0,
5997,6455,0,
5998,5557,0,
5998,5628,0,
60,110,0,
60,11113,0,
60,322,2,300
60,569,0,
60,60,0,
6004,5801,0,
6004,5830,0,
6006,6006,0,
6006,6068,2,300
6006,6470,2,300
6006,6479,2,300
6019,11123,0,
6019,11124,0,
6038,10189,2,360
6039,10189,0,
6039,10701,2,360
6039,6038,2,360
604,10481,0,
6051,11075,0,
6051,11076,0,
6068,6006,2,300
6068,6470,0,
6068,6479,0,
6073,11123,0,
6073,11124,0,
6080,4845,0,
6080,4939,0,
6080,5093,0,
6080,5244,0,
6080,5553,0,
6080,6080,0,
6080,6455,0,
6086,2409,0,
6086,6086,0,
6088,11704,2,360
6088,12543,2,360
6088,6088,0,
6088,6174,2,300
6088,6195,0,
6088,8854,2,300
6094,6094,0,
6095,12395,2,300
6103,12260,2,300
6103,6103,0,
6103,6126,2,360
6107,11905,0,
6107,6107,0,
6107,6120,0,
6113,5285,0,
6113,5410,0,
6113,6478,0,
6114,5803,0,
6114,5828,0,
6116,5925,0,
6116,6111,0,
6116,6116,0,
6124,6028,0,
6124,6053,0,
6124,6124,0,
613,1,2,300
613,613,0,
6132,12395,2,420
6132,9062,2,360
6139,11704,2,300
6139,12543,2,360
6139,5436,0,
6139,5542,0,
6139,6088,0,
6139,6139,0,
6139,6174,0,
6139,6195,2,300
6139,8854,0,
6146,6146,0,
6146,6222,0,
6146,6223,0,
6148,6148,0,
6148,6220,0,
6153,6280,0,
6154,6214,0,
616,1487,2,480
6166,6166,2,180
6167,6343,0,
6167,6354,2,300
6170,6170,2,180
6172,6172,0,
6172,6197,2,300
6172,6357,0,
6173,12543,2,360
6173,5542,2,420
6173,6174,2,300
6173,6195,2,300
6173,6340,2,300
6173,6357,2,300
6173,8854,2,360
6174,11704,2,300
6174,12543,2,420
6174,5436,0,
6174,5542,0,
6174,6088,2,360
6174,6139,0,
6174,6174,0,
6174,6195,2,300
6174,6340,2,300
6174,8854,0,
6175,10437,0,
6194,10437,0,
6194,6175,0,
6194,6466,0,
6195,5542,2,360
6195,6088,0,
6195,6139,2,360
6195,6174,2,420
6195,6195,0,
6195,6340,2,300
6195,8854,2,360
6198,6198,0,
6204,6164,0,
6204,6204,0,
6214,6154,0,
6214,6214,0,
6215,6153,0,
6215,6215,0,
6215,6280,0,
6217,6151,0,
6217,6217,0,
6217,6373,2,300
6219,6149,0,
6220,6220,0,
6222,6223,0,
6230,6230,0,
6230,6351,0,
6247,6247,0,
6247,6312,0,
6255,6255,0,
6256,6303,0,
627,11354,2,300
627,160,0,
628,4494,2,360
628,628,0,
6280,6153,0,
6280,6215,2,300
6280,6280,0,
6297,6261,2,300
6297,6297,0,
6298,6298,0,
63,1379,0,
63,397,0,
63,591,0,
6305,6305,0,
6310,6249,2,300
6310,6310,0,
6313,5547,2,360
6318,6318,0,
6335,6362,0,
6339,11364,0,
6339,6339,0,
6340,11704,2,360
6340,12543,2,360
6340,6088,0,
6340,6139,2,300
6340,6174,2,300
6340,6195,2,300
6340,6340,0,
6340,8854,2,300
6354,6196,2,300
6354,6343,2,300
6354,6354,0,
6356,6341,2,300
639,1,2,300
639,639,0,
6455,4845,0,
6455,4939,0,
6455,5093,0,
6455,5230,0,
6455,5244,0,
6455,5553,0,
6455,5997,0,
6455,6080,0,
6455,6455,0,
6456,10880,0,
6456,10881,0,
6456,11764,0,
6456,11882,0,
6456,5045,0,
6456,5122,0,
6456,5262,0,
6456,5494,0,
6456,5667,0,
6456,5768,0,
6456,5769,0,
6456,5793,0,
6456,5891,0,
6456,6467,0,
6456,8057,0,
6456,8060,0,
6459,11074,0,
6459,5456,0,
6459,5516,0,
6459,6459,0,
646,12168,0,
646,12625,2,300
646,12626,2,300
646,1907,0,
646,301,2,300
646,646,0,
646,744,2,300
6464,5585,0,
6464,5601,0,
6466,6175,0,
6466,6194,0,
6466,6466,0,
6467,10880,0,
6467,11764,2,300
6467,11882,0,
6467,5045,0,
6467,5122,0,
6467,5262,0,
6467,5494,0,
6467,5667,2,120
6467,5768,2,300
6467,5769,0,
6467,5793,0,
6467,5891,0,
6467,8057,0,
6467,8060,0,
6469,5776,2,300
6470,6006,0,
6470,6068,0,
6470,6470,0,
6470,6479,2,300
6472,5336,2,480
6472,6472,0,
6475,10199,2,360
6475,6475,0,
6475,7102,0,
6478,5285,0,
6478,5410,0,
6478,6113,0,
6479,6006,0,
6479,6068,0,
6480,5762,0,
6480,5776,2,300
6483,6483,0,
6483,6578,2,360
6489,6820,0,
650,797,0,
650,838,0,
6504,6548,2,300
6508,6508,0,
6508,6545,2,360
6508,6888,2,300
6510,10522,2,300
6512,6512,0,
6532,6949,2,300
6532,7001,0,
6534,12312,2,300
6535,2098,2,300
655,1316,0,
655,1347,0,
6563,6820,0,
6563,6858,2,300
6566,11208,0,
6566,6486,0,
6566,6802,0,
6572,9634,0,
6578,6482,0,
6578,6578,0,
6587,6808,0,
6587,6908,2,300
659,1079,0,
659,1130,0,
659,12667,2,300
659,709,0,
6590,9564,0,
6590,9580,0,
6600,6881,0,
6600,6895,2,300
6603,6634,2,300
6603,6684,2,300
6605,6608,2,360
6610,6610,0,
6610,6753,2,360
663,11009,0,
663,11015,0,
6630,11293,2,360
6630,11388,2,360
6630,11471,2,360
6630,6630,0,
6637,6881,0,
6637,6895,0,
6646,9564,0,
6646,9580,0,
6648,6808,0,
6648,6908,0,
665,1198,0,
665,666,0,
666,1198,0,
666,665,0,
666,666,0,
666,704,0,
6661,11932,0,
6661,6781,0,
6675,9570,0,
6675,9574,0,
668,11623,0,
668,669,0,
6682,2098,2,420
6682,8380,2,360
669,11623,0,
669,668,0,
669,701,0,
6691,9570,0,
6691,9574,0,
6700,6667,2,360
6700,6739,0,
6703,8326,0,
6704,6768,2,420
6704,6781,2,480
6706,8282,2,300
6725,6921,0,
6725,6942,0,
6727,5216,2,120
6727,6727,0,
6727,6736,2,120
6727,7468,0,
6727,7469,2,120
6727,7591,2,120
6727,7635,0,
6728,5218,0,
6730,12205,2,360
6730,12546,2,300
6733,6731,2,360
6733,6733,0,
6734,12205,2,300
6734,12546,2,300
6734,6730,2,360
6734,6734,0,
6736,5216,2,120
6736,6727,0,
6736,7468,0,
6736,7469,2,120
6736,7591,2,120
6736,7635,0,
6738,5218,0,
6738,6738,0,
6741,6921,0,
6741,6942,0,
675,675,0,
6753,11243,0,
6753,11247,2,300
6753,11295,0,
6753,11707,2,300
6753,12716,0,
6753,6753,0,
6765,6915,0,
6766,6766,0,
6766,6783,0,
6777,6777,0,
6778,6778,0,
678,678,0,
678,955,2,300
6781,11932,0,
6781,6661,0,
6781,6781,0,
6781,8283,2,480
6781,8483,2,480
6805,9560,0,
6808,6587,0,
6808,6648,0,
6820,6489,0,
6820,6563,0,
6823,9562,0,
6823,9582,0,
6838,6884,2,300
6838,6892,2,300
6840,10519,2,300
6840,6608,2,420
6840,6841,2,300
6858,6489,0,
6858,6563,0,
6868,6868,0,
6874,9567,0,
6881,6600,0,
6881,6637,0,
6884,6838,0,
6884,6843,2,300
689,690,0,
689,728,0,
6892,6843,2,300
6895,6600,0,
6895,6637,0,
690,689,0,
690,898,0,
6902,9567,0,
6902,9577,0,
6908,6587,0,
6908,6648,0,
6919,6919,0,
6919,6944,0,
6921,6725,0,
6921,6741,0,
694,722,2,300
6942,6725,0,
6942,6741,0,
6949,2101,0,
695,12556,2,300
695,1572,0,
695,8045,0,
695,8072,0,
6951,6951,0,
6951,6999,0,
6951,8385,0,
6958,1334,2,480
6958,6958,0,
6958,6992,0,
696,1283,0,
696,232,2,300
696,2738,2,360
696,524,0,
696,942,2,360
6969,6987,2,360
6969,9849,2,420
6971,6971,0,
6987,9849,2,360
6988,6962,0,
6988,6988,0,
6991,6959,0,
6991,6991,0,
6991,7046,0,
6992,1334,2,480
6994,6994,0,
7001,2101,0,
7001,6532,0,
701,11623,0,
701,669,0,
702,1538,0,
702,667,0,
702,702,0,
7023,8823,0,
7025,1329,2,360
7025,2160,0,
7025,2227,0,
7029,7029,0,
7036,7036,0,
704,1198,0,
704,666,0,
7050,7050,0,
706,11009,0,
706,11015,0,
7070,7070,0,
7081,7177,2,300
7086,7086,0,
7086,7172,0,
709,1254,0,
709,659,0,
7091,7092,2,360
7093,7093,0,
7093,7097,0,
7095,7166,0,
7095,7207,0,
7095,7214,0,
7095,7259,0,
7096,7096,0,
7100,7100,0,
7100,9492,2,300
7102,6475,0,
7106,7106,0,
7106,7108,0,
7106,7140,2,300
7108,12437,2,300
7108,7106,2,300
7125,7123,0,
713,1316,0,
713,1347,0,
7140,12437,0,
7140,7106,2,300
7145,10629,2,360
7150,5345,2,300
7154,8952,2,360
7155,7155,0,
7166,5352,0,
7166,7095,0,
7166,7166,0,
7166,7207,0,
7166,7214,0,
7166,7259,0,
7169,5345,2,300
7171,7171,0,
7173,7173,0,
718,650,0,
718,718,0,
718,797,0,
718,838,0,
7192,7192,0,
7198,11753,0,
7198,7188,0,
7198,7198,0,
7199,7187,2,360
7207,12173,2,300
7207,5352,0,
7207,7095,0,
7207,7166,0,
7207,7214,0,
7207,7259,0,
7214,12173,0,
7214,5352,0,
7214,7095,0,
7214,7166,0,
7214,7207,0,
7214,7214,0,
7214,7259,0,
7217,7217,0,
7223,8960,2,360
7259,12173,0,
7259,5352,0,
7259,7095,0,
7259,7166,0,
7259,7207,0,
7259,7214,0,
7259,7259,0,
728,689,0,
728,898,0,
7281,7281,0,
7302,7302,0,
7306,7306,0,
7328,7261,2,300
7347,12188,2,300
7357,8960,2,300
737,442,2,600
737,678,0,
737,742,2,300
738,441,2,600
7380,7380,0,
74,11563,2,300
74,75,0,
74,98,0,
7416,8922,2,300
742,737,2,300
742,955,0,
7429,7495,0,
744,12168,2,300
744,12625,2,300
744,12626,2,300
744,1907,0,
744,301,0,
744,646,0,
744,744,0,
7444,7444,0,
7444,7503,0,
7444,7562,0,
7445,7445,0,
7446,7493,0,
7446,7501,0,
7446,7533,0,
7449,7450,2,120
7449,7555,0,
745,12027,0,
7450,7450,0,
7450,7489,0,
7460,7460,0,
7464,7475,2,360
7464,7576,0,
7468,5216,0,
7468,6727,0,
7468,6736,0,
7468,7468,0,
7468,7469,0,
7468,7591,0,
7468,7635,0,
7469,5216,2,120
7469,6736,2,120
7469,7591,2,120
7469,7635,2,120
7478,7461,2,360
7478,7478,0,
7489,7489,0,
7493,7446,0,
7493,7493,0,
7493,7533,0,
75,11427,2,480
75,11542,2,420
75,48,0,
75,74,0,
7501,7493,0,
7501,7501,0,
7503,7503,0,
7516,7516,0,
7525,11206,0,
7525,7525,0,
7525,7563,0,
7544,7544,0,
7572,7572,0,
7576,7629,0,
758,1980,0,
758,2054,0,
7591,5216,2,120
7591,6727,0,
7591,6736,2,120
7591,7468,2,120
7591,7469,2,120
7591,7591,2,120
7591,7635,0,
76,12681,2,300
76,76,0,
76,8040,2,420
76,8535,2,360
76,9128,2,480
76,9307,0,
7602,7602,0,
761,12669,2,300
761,12672,0,
761,195,2,300
761,811,0,
7622,7622,0,
7635,6736,0,
7635,7468,0,
7635,7469,0,
7635,7591,0,
7635,7635,0,
7639,5148,0,
7639,5890,0,
7639,7639,0,
7643,12234,0,
7643,12647,0,
7643,3053,0,
7643,3067,0,
7643,3394,0,
7643,3533,0,
7643,3769,0,
7643,3904,0,
7643,3906,0,
7643,3927,0,
7643,8032,2,120
7644,12043,2,360
7649,7649,0,
7650,11559,2,360
7650,7650,0,
7650,7736,2,300
7650,8023,0,
7650,8030,0,
7652,7652,0,
7656,10277,2,300
7656,7729,2,300
7658,12498,0,
7658,7743,0,
7658,7827,0,
7658,8024,2,120
7658,8029,2,120
7662,7828,2,300
7666,10299,2,420
7666,10310,2,420
767,1018,0,
7672,7714,2,300
7672,9652,2,300
7680,7680,0,
7685,12444,2,300
7685,7685,0,
7685,7703,2,300
7699,10215,0,
7699,10516,0,
77,10400,0,
77,11302,2,360
77,11438,2,360
77,11526,0,
77,11616,0,
77,77,0,
77,96,0,
7703,12444,2,300
7703,7685,2,300
7707,10345,2,300
7719,10299,2,420
7719,10310,2,420
7727,12498,0,
7727,7743,0,
7727,7827,0,
7727,8024,2,120
7727,8029,2,120
7732,11976,0,
7732,7654,2,300
7732,7732,0,
7736,8023,0,
7736,8030,0,
7737,7737,0,
774,1977,0,
774,2058,0,
774,774,0,
774,863,0,
7742,3056,2,360
7742,3872,2,420
7743,12498,0,
7743,7658,0,
7743,7727,0,
7743,7827,0,
7743,8024,2,120
7743,8029,2,120
7745,12639,2,300
7768,12580,0,
7768,7768,0,
7768,7777,0,
7768,8025,2,120
7768,8028,2,120
7771,7680,2,300
7777,8028,2,120
779,779,0,
779,857,0,
78,11438,2,360
78,35,2,360
78,78,0,
78,8019,2,480
78,8035,2,540
78,938,2,360
78,95,0,
7804,12639,2,300
782,10619,0,
782,10620,2,300
7827,12498,0,
7827,7658,0,
7827,7727,0,
7827,7743,0,
7827,8024,2,120
7827,8029,2,120
785,1147,2,360
7851,12470,0,
7851,7851,0,
7851,7857,0,
7861,12444,2,300
7864,11439,2,300
7865,12481,2,360
789,1533,0,
789,1580,0,
7926,7926,0,
793,11010,0,
793,11022,0,
7956,7956,0,
797,12134,0,
797,12668,2,300
797,650,0,
797,718,0,
7979,7979,0,
80,81,2,360
801,1992,0,
801,2044,0,
8020,11941,2,120
8020,11942,2,120
8020,11943,0,
8020,12020,2,120
8020,12022,2,120
8020,12230,0,
8020,12231,0,
8020,12332,2,120
8021,11229,2,120
8021,12235,0,
8021,12647,2,120
8021,3053,2,60
8021,3067,2,120
8021,3195,2,120
8021,3204,0,
8021,3334,2,120
8021,3394,2,120
8021,3533,2,120
8021,3769,2,120
8021,3904,2,120
8021,3906,2,120
8021,3927,2,120
8021,7643,2,120
8022,3385,2,120
8022,3478,2,120
8022,3806,2,120
8022,3822,2,120
8023,11559,2,120
8023,7650,0,
8024,12498,2,120
8024,7658,2,120
8024,7727,2,120
8024,7743,2,60
8024,7827,0,
8025,12580,2,120
8025,7768,2,120
8025,7777,2,120
8028,12580,2,120
8028,7768,2,120
8028,7777,2,120
8029,12498,2,120
8029,7658,2,120
8029,7727,2,120
8029,7743,2,120
8029,7827,0,
8030,11559,2,120
8030,7650,0,
8030,7736,2,120
8031,3385,2,120
8031,3478,2,120
8031,3728,2,600
8031,3779,2,120
8031,3806,2,120
8031,3816,2,120
8031,3822,2,120
8032,11229,2,120
8032,12234,0,
8032,12235,0,
8032,12647,2,120
8032,3053,2,60
8032,3067,2,120
8032,3195,2,120
8032,3204,2,120
8032,3334,2,120
8032,3394,2,120
8032,3533,2,120
8032,3769,2,120
8032,3904,2,120
8032,3906,2,120
8032,3927,2,120
8032,7643,2,120
8033,11940,2,120
8033,11941,2,120
8033,11942,2,120
8033,11943,2,120
8033,12022,2,120
8033,12230,0,
8033,12332,2,120
8034,11302,2,480
8034,11438,2,420
8034,189,2,480
8034,35,2,480
8034,40,2,480
8034,78,2,480
8034,8035,2,480
8034,8039,2,300
8034,859,2,480
8034,9069,2,360
8034,938,2,420
8034,95,2,540
8036,10865,0,
8036,10866,2,120
8036,10867,2,120
8036,12693,0,
8036,4242,2,120
8036,4459,0,
8036,4471,0,
8036,4568,2,120
8036,989,2,120
8038,11302,2,480
8038,11438,2,480
8038,11526,2,600
8038,11535,2,600
8038,12138,2,480
8038,189,2,540
8038,35,2,420
8038,40,2,480
8038,78,2,540
8038,8039,2,360
8038,859,2,480
8038,9069,2,480
8038,938,2,480
8038,95,2,600
8038,96,2,600
8040,4496,2,360
8040,8535,2,300
8040,9128,2,360
8041,11525,2,360
8041,4494,2,480
8042,11495,2,300
8043,1286,2,300
8043,181,0,
8043,235,0,
8044,11588,0,
8044,11589,2,300
8044,11606,2,300
8044,1231,2,300
8044,8754,2,360
8044,8763,2,360
8044,972,2,300
8045,12556,0,
8045,1572,0,
8045,695,0,
8046,1065,0,
8046,12393,0,
8046,1615,0,
8046,1832,0,
8047,10921,0,
8047,11674,0,
8047,1685,0,
8047,1736,0,
8047,1801,0,
8047,8563,0,
8048,2539,0,
8049,1173,2,300
8049,12405,0,
8049,12409,0,
8049,12410,0,
8049,12411,2,300
8049,2016,2,300
8049,2414,2,300
8049,2523,2,300
8049,2671,2,300
8049,2761,2,300
8049,2833,2,300
8050,10202,0,
